dataset,unit,option
gnu,id,-r
gnu,id,--real
gnu,id,-u
gnu,id,--user
gnu,id,--version
gnu,id,-z
gnu,id,-Z
gnu,id,--zero
gnu,install,-b
gnu,install,--backup
gnu,install,-c
gnu,install,-C
gnu,install,--compare
gnu,install,--context
gnu,install,-d
gnu,install,-D
gnu,install,--debug
gnu,install,--directory
gnu,install,-g
gnu,install,--group
gnu,install,--help
gnu,install,-m
gnu,install,--mode
gnu,install,--no-target-directory
gnu,install,-o
gnu,install,--owner
gnu,install,-p
gnu,install,--preserve-context
gnu,install,--preserve-timestamps
gnu,install,-s
gnu,install,-S
gnu,install,--strip
gnu,install,--strip-program
gnu,install,--suffix
gnu,install,-t
gnu,install,-T
gnu,install,--target-directory
gnu,install,-v
gnu,install,--verbose
gnu,install,--version
gnu,install,-Z
gnu,join,-1
gnu,join,-2
gnu,join,-a
gnu,join,--check-order
gnu,join,-e
gnu,join,--header
gnu,join,--help
gnu,join,-i
gnu,join,--ignore-case
gnu,join,-j
gnu,join,-k
gnu,join,--nocheck-order
gnu,join,-o
gnu,join,-t
gnu,join,-v
gnu,join,--version
gnu,join,-z
gnu,join,--zero-terminated
gnu,link,--help
gnu,link,--version
gnu,ln,-b
gnu,ln,--backup
gnu,ln,-d
gnu,ln,--directory
gnu,ln,-f
gnu,ln,-F
gnu,ln,--force
gnu,ln,--help
gnu,ln,-i
gnu,ln,--interactive
gnu,ln,-L
gnu,ln,--logical
gnu,ln,-n
gnu,ln,--no-dereference
gnu,ln,--no-target-directory
gnu,ln,-P
gnu,ln,--physical
gnu,ln,-r
gnu,ln,--relative
gnu,ln,-s
gnu,ln,-S
gnu,ln,--suffix
gnu,ln,--symbolic
gnu,ln,-t
gnu,ln,-T
gnu,ln,--target-directory
gnu,ln,-v
gnu,ln,--verbose
gnu,ln,--version
gnu,logname,--help
gnu,logname,--version
gnu,ls,-1
gnu,ls,-a
gnu,ls,-A
gnu,ls,--all
gnu,ls,--almost-all
gnu,ls,--author
gnu,ls,-b
gnu,ls,-B
gnu,ls,--block-size
gnu,ls,-c
gnu,ls,-C
gnu,ls,--classify
gnu,ls,--color
gnu,ls,--context
gnu,ls,-d
gnu,ls,-D
gnu,ls,--dereference
gnu,ls,--dereference-command-line
gnu,ls,--dereference-command-line-symlink-to-dir
gnu,ls,--directory
gnu,ls,--dired
gnu,ls,--escape
gnu,ls,-f
gnu,ls,-F
gnu,ls,--file-type
gnu,ls,--format
gnu,ls,--full-time
gnu,ls,-g
gnu,ls,-G
gnu,ls,--group-directories-first
gnu,ls,-h
gnu,ls,-H
gnu,ls,--help
gnu,ls,--hide
gnu,ls,--hide-control-chars
gnu,ls,--human-readable
gnu,ls,--hyperlink
gnu,ls,-i
gnu,ls,-I
gnu,ls,--ignore
gnu,ls,--ignore-backups
gnu,ls,--indicator-style
gnu,ls,--inode
gnu,ls,-k
gnu,ls,--kibibytes
gnu,ls,-l
gnu,ls,-L
gnu,ls,--literal
gnu,ls,-m
gnu,ls,-n
gnu,ls,-N
gnu,ls,--no-group
gnu,ls,--numeric-uid-gid
gnu,ls,-o
gnu,ls,-p
gnu,ls,-q
gnu,ls,-Q
gnu,ls,--quote-name
gnu,ls,--quoting-style
gnu,ls,-r
gnu,ls,-R
gnu,ls,--recursive
gnu,ls,--reverse
gnu,ls,-s
gnu,ls,-S
gnu,ls,--show-control-chars
gnu,ls,--si
gnu,ls,--size
gnu,ls,--sort
gnu,ls,-t
gnu,ls,-T
gnu,ls,--tabsize
gnu,ls,--time
gnu,ls,--time-style
gnu,ls,-u
gnu,ls,-U
gnu,ls,-v
gnu,ls,--version
gnu,ls,-w
gnu,ls,--width
gnu,ls,-x
gnu,ls,-X
gnu,ls,-Z
gnu,ls,--zero
gnu,md5sum,-b
gnu,md5sum,--binary
gnu,md5sum,-c
gnu,md5sum,--check
gnu,md5sum,--help
gnu,md5sum,--ignore-missing
gnu,md5sum,--quiet
gnu,md5sum,--status
gnu,md5sum,--strict
gnu,md5sum,-t
gnu,md5sum,--tag
gnu,md5sum,--text
gnu,md5sum,--version
gnu,md5sum,-w
gnu,md5sum,--warn
gnu,md5sum,-z
gnu,md5sum,--zero
gnu,mkdir,--context
gnu,mkdir,--help
gnu,mkdir,-m
gnu,mkdir,--mode
gnu,mkdir,-p
gnu,mkdir,--parents
gnu,mkdir,-v
gnu,mkdir,--verbose
gnu,mkdir,--version
gnu,mkdir,-Z
gnu,mkfifo,--context
gnu,mkfifo,--help
gnu,mkfifo,-m
gnu,mkfifo,--mode
gnu,mkfifo,--version
gnu,mkfifo,-Z
gnu,mknod,--context
gnu,mknod,--help
gnu,mknod,-m
gnu,mknod,--mode
gnu,mknod,--version
gnu,mknod,-Z
gnu,mktemp,-d
gnu,mktemp,--directory
gnu,mktemp,--dry-run
gnu,mktemp,--help
gnu,mktemp,-p
gnu,mktemp,-q
gnu,mktemp,--quiet
gnu,mktemp,--suffix
gnu,mktemp,-t
gnu,mktemp,--tmpdir
gnu,mktemp,-u
gnu,mktemp,--version
gnu,mv,-b
gnu,mv,--backup
gnu,mv,--context
gnu,mv,--debug
gnu,mv,--exchange
gnu,mv,-f
gnu,mv,--force
gnu,mv,--help
gnu,mv,-i
gnu,mv,--interactive
gnu,mv,-n
gnu,mv,--no-clobber
gnu,mv,--no-copy
gnu,mv,--no-target-directory
gnu,mv,-S
gnu,mv,--strip-trailing-slashes
gnu,mv,--suffix
gnu,mv,-t
gnu,mv,-T
gnu,mv,--target-directory
gnu,mv,-u
gnu,mv,--update
gnu,mv,-v
gnu,mv,--verbose
gnu,mv,--version
gnu,mv,-Z
gnu,nice,--adjustment
gnu,nice,--help
gnu,nice,-n
gnu,nice,--version
gnu,nl,-b
gnu,nl,--body-numbering
gnu,nl,-d
gnu,nl,-f
gnu,nl,--footer-numbering
gnu,nl,-h
gnu,nl,--header-numbering
gnu,nl,--help
gnu,nl,-i
gnu,nl,--join-blank-lines
gnu,nl,-l
gnu,nl,--line-increment
gnu,nl,-n
gnu,nl,--no-renumber
gnu,nl,--number-format
gnu,nl,--number-separator
gnu,nl,--number-width
gnu,nl,-p
gnu,nl,-s
gnu,nl,--section-delimiter
gnu,nl,--starting-line-number
gnu,nl,-v
gnu,nl,--version
gnu,nl,-w
gnu,nohup,--help
gnu,nohup,--version
gnu,nproc,--all
gnu,nproc,--help
gnu,nproc,--ignore
gnu,nproc,--version
gnu,numfmt,-d
gnu,numfmt,--debug
gnu,numfmt,--delimiter
gnu,numfmt,--field
gnu,numfmt,--format
gnu,numfmt,--from
gnu,numfmt,--from-unit
gnu,numfmt,--grouping
gnu,numfmt,--header
gnu,numfmt,--help
gnu,numfmt,--invalid
gnu,numfmt,-l
gnu,numfmt,-M
gnu,numfmt,--padding
gnu,numfmt,--round
gnu,numfmt,--suffix
gnu,numfmt,--to
gnu,numfmt,--to-unit
gnu,numfmt,--unit-separator
gnu,numfmt,--version
gnu,numfmt,-z
gnu,numfmt,--zero-terminated
gnu,od,-a
gnu,od,-A
gnu,od,--address-radix
gnu,od,-b
gnu,od,-c
gnu,od,-d
gnu,od,--endian
gnu,od,-f
gnu,od,--format
gnu,od,--help
gnu,od,-i
gnu,od,-j
gnu,od,-l
gnu,od,-N
gnu,od,-o
gnu,od,--output-duplicates
gnu,od,--read-bytes
gnu,od,-s
gnu,od,-S
gnu,od,--skip-bytes
gnu,od,--strings
gnu,od,-t
gnu,od,--traditional
gnu,od,-v
gnu,od,--version
gnu,od,-w
gnu,od,--width
gnu,od,-x
gnu,paste,-d
gnu,paste,--delimiters
gnu,paste,--help
gnu,paste,-s
gnu,paste,--serial
gnu,paste,--version
gnu,paste,-z
gnu,paste,--zero-terminated
gnu,pathchk,--help
gnu,pathchk,-p
gnu,pathchk,-P
gnu,pathchk,--portability
gnu,pathchk,--version
gnu,pinky,-b
gnu,pinky,-f
gnu,pinky,-h
gnu,pinky,--help
gnu,pinky,-i
gnu,pinky,-l
gnu,pinky,--lookup
gnu,pinky,-p
gnu,pinky,-q
gnu,pinky,-s
gnu,pinky,--version
gnu,pinky,-w
gnu,printenv,-0
gnu,printenv,--help
gnu,printenv,--null
gnu,printenv,--version
gnu,pr,-a
gnu,pr,--across
gnu,pr,-c
gnu,pr,--columns
gnu,pr,-d
gnu,pr,-D
gnu,pr,--date-format
gnu,pr,--double-space
gnu,pr,-e
gnu,pr,--expand-tabs
gnu,pr,-f
gnu,pr,-F
gnu,pr,--first-line-number
gnu,pr,--form-feed
gnu,pr,-h
gnu,pr,--header
gnu,pr,--help
gnu,pr,-i
gnu,pr,--indent
gnu,pr,-J
gnu,pr,--join-lines
gnu,pr,-l
gnu,pr,--length
gnu,pr,-m
gnu,pr,--merge
gnu,pr,-n
gnu,pr,-N
gnu,pr,--no-file-warnings
gnu,pr,--number-lines
gnu,pr,-o
gnu,pr,--omit-header
gnu,pr,--omit-pagination
gnu,pr,--output-tabs
gnu,pr,--pages
gnu,pr,--page-width
gnu,pr,-r
gnu,pr,-s
gnu,pr,-S
gnu,pr,--separator
gnu,pr,--sep-string
gnu,pr,--show-control-chars
gnu,pr,--show-nonprinting
gnu,pr,-t
gnu,pr,-T
gnu,pr,-v
gnu,pr,--version
gnu,pr,-w
gnu,pr,-W
gnu,pr,--width
gnu,ptx,-A
gnu,ptx,--auto-reference
gnu,ptx,-b
gnu,ptx,--break-file
gnu,ptx,-f
gnu,ptx,-F
gnu,ptx,--flag-truncation
gnu,ptx,--format
gnu,ptx,-g
gnu,ptx,-G
gnu,ptx,--gap-size
gnu,ptx,--help
gnu,ptx,-i
gnu,ptx,--ignore-case
gnu,ptx,--ignore-file
gnu,ptx,-M
gnu,ptx,--macro-name
gnu,ptx,-o
gnu,ptx,-O
gnu,ptx,--only-file
gnu,ptx,-r
gnu,ptx,-R
gnu,ptx,--references
gnu,ptx,--right-side-refs
gnu,ptx,-S
gnu,ptx,--sentence-regexp
gnu,ptx,-t
gnu,ptx,-T
gnu,ptx,--traditional
gnu,ptx,--typeset-mode
gnu,ptx,--version
gnu,ptx,-w
gnu,ptx,-W
gnu,ptx,--width
gnu,ptx,--word-regexp
gnu,readlink,--canonicalize
gnu,readlink,--canonicalize-existing
gnu,readlink,--canonicalize-missing
gnu,readlink,-e
gnu,readlink,-f
gnu,readlink,--help
gnu,readlink,-m
gnu,readlink,-n
gnu,readlink,--no-newline
gnu,readlink,-q
gnu,readlink,--quiet
gnu,readlink,-s
gnu,readlink,--silent
gnu,readlink,-v
gnu,readlink,--verbose
gnu,readlink,--version
gnu,readlink,-z
gnu,readlink,--zero
gnu,realpath,--canonicalize
gnu,realpath,--canonicalize-existing
gnu,realpath,--canonicalize-missing
gnu,realpath,-e
gnu,realpath,-E
gnu,realpath,--help
gnu,realpath,-L
gnu,realpath,--logical
gnu,realpath,-m
gnu,realpath,--no-symlinks
gnu,realpath,-P
gnu,realpath,--physical
gnu,realpath,-q
gnu,realpath,--quiet
gnu,realpath,--relative-base
gnu,realpath,--relative-to
gnu,realpath,-s
gnu,realpath,--strip
gnu,realpath,--version
gnu,realpath,-z
gnu,realpath,--zero
gnu,rmdir,--help
gnu,rmdir,--ignore-fail-on-non-empty
gnu,rmdir,-p
gnu,rmdir,--parents
gnu,rmdir,-v
gnu,rmdir,--verbose
gnu,rmdir,--version
gnu,rm,-d
gnu,rm,--dir
gnu,rm,-f
gnu,rm,--force
gnu,rm,--help
gnu,rm,-i
gnu,rm,-I
gnu,rm,--interactive
gnu,rm,--no-preserve-root
gnu,rm,--one-file-system
gnu,rm,--preserve-root
gnu,rm,-r
gnu,rm,-R
gnu,rm,--recursive
gnu,rm,-v
gnu,rm,--verbose
gnu,rm,--version
gnu,runcon,-c
gnu,runcon,--compute
gnu,runcon,--help
gnu,runcon,-l
gnu,runcon,-r
gnu,runcon,--range
gnu,runcon,--role
gnu,runcon,-t
gnu,runcon,--type
gnu,runcon,-u
gnu,runcon,--user
gnu,runcon,--version
gnu,sdiff,-a
gnu,sdiff,-b
gnu,sdiff,-B
gnu,sdiff,-d
gnu,sdiff,--diff-program
gnu,sdiff,-E
gnu,sdiff,--expand-tabs
gnu,sdiff,-H
gnu,sdiff,--help
gnu,sdiff,-i
gnu,sdiff,-I
gnu,sdiff,--ignore-all-space
gnu,sdiff,--ignore-blank-lines
gnu,sdiff,--ignore-case
gnu,sdiff,--ignore-matching-lines
gnu,sdiff,--ignore-space-change
gnu,sdiff,--ignore-tab-expansion
gnu,sdiff,--ignore-trailing-space
gnu,sdiff,-l
gnu,sdiff,--left-column
gnu,sdiff,--minimal
gnu,sdiff,-o
gnu,sdiff,--output
gnu,sdiff,-s
gnu,sdiff,--speed-large-files
gnu,sdiff,--strip-trailing-cr
gnu,sdiff,--suppress-common-lines
gnu,sdiff,-t
gnu,sdiff,--tabsize
gnu,sdiff,--text
gnu,sdiff,-v
gnu,sdiff,--version
gnu,sdiff,-w
gnu,sdiff,-W
gnu,sdiff,--width
gnu,sdiff,-Z
gnu,sed,-b
gnu,sed,--binary
gnu,sed,-c
gnu,sed,--copy
gnu,sed,--debug
gnu,sed,-e
gnu,sed,-E
gnu,sed,--expression
gnu,sed,-f
gnu,sed,--file
gnu,sed,--follow-symlinks
gnu,sed,--help
gnu,sed,-i
gnu,sed,--in-place
gnu,sed,-l
gnu,sed,--line-length
gnu,sed,-n
gnu,sed,--null-data
gnu,sed,--posix
gnu,sed,--quiet
gnu,sed,-r
gnu,sed,--regexp-extended
gnu,sed,-s
gnu,sed,--sandbox
gnu,sed,--separate
gnu,sed,--silent
gnu,sed,-u
gnu,sed,--unbuffered
gnu,sed,--version
gnu,sed,-z
gnu,seq,--equal-width
gnu,seq,-f
gnu,seq,--format
gnu,seq,--help
gnu,seq,-s
gnu,seq,--separator
gnu,seq,--version
gnu,seq,-w
gnu,sha1sum,-b
gnu,sha1sum,--binary
gnu,sha1sum,-c
gnu,sha1sum,--check
gnu,sha1sum,--help
gnu,sha1sum,--ignore-missing
gnu,sha1sum,--quiet
gnu,sha1sum,--status
gnu,sha1sum,--strict
gnu,sha1sum,-t
gnu,sha1sum,--tag
gnu,sha1sum,--text
gnu,sha1sum,--version
gnu,sha1sum,-w
gnu,sha1sum,--warn
gnu,sha1sum,-z
gnu,sha1sum,--zero
gnu,sha224sum,-b
gnu,sha224sum,--binary
gnu,sha224sum,-c
gnu,sha224sum,--check
gnu,sha224sum,--help
gnu,sha224sum,--ignore-missing
gnu,sha224sum,--quiet
gnu,sha224sum,--status
gnu,sha224sum,--strict
gnu,sha224sum,-t
gnu,sha224sum,--tag
gnu,sha224sum,--text
gnu,sha224sum,--version
gnu,sha224sum,-w
gnu,sha224sum,--warn
gnu,sha224sum,-z
gnu,sha224sum,--zero
gnu,sha256sum,-b
gnu,sha256sum,--binary
gnu,sha256sum,-c
gnu,sha256sum,--check
gnu,sha256sum,--help
gnu,sha256sum,--ignore-missing
gnu,sha256sum,--quiet
gnu,sha256sum,--status
gnu,sha256sum,--strict
gnu,sha256sum,-t
gnu,sha256sum,--tag
gnu,sha256sum,--text
gnu,sha256sum,--version
gnu,sha256sum,-w
gnu,sha256sum,--warn
gnu,sha256sum,-z
gnu,sha256sum,--zero
gnu,sha384sum,-b
gnu,sha384sum,--binary
gnu,sha384sum,-c
gnu,sha384sum,--check
gnu,sha384sum,--help
gnu,sha384sum,--ignore-missing
gnu,sha384sum,--quiet
gnu,sha384sum,--status
gnu,sha384sum,--strict
gnu,sha384sum,-t
gnu,sha384sum,--tag
gnu,sha384sum,--text
gnu,sha384sum,--version
gnu,sha384sum,-w
gnu,sha384sum,--warn
gnu,sha384sum,-z
gnu,sha384sum,--zero
gnu,sha512sum,-b
gnu,sha512sum,--binary
gnu,sha512sum,-c
gnu,sha512sum,--check
gnu,sha512sum,--help
gnu,sha512sum,--ignore-missing
gnu,sha512sum,--quiet
gnu,sha512sum,--status
gnu,sha512sum,--strict
gnu,sha512sum,-t
gnu,sha512sum,--tag
gnu,sha512sum,--text
gnu,sha512sum,--version
gnu,sha512sum,-w
gnu,sha512sum,--warn
gnu,sha512sum,-z
gnu,sha512sum,--zero
gnu,shred,--exact
gnu,shred,-f
gnu,shred,--force
gnu,shred,--help
gnu,shred,--iterations
gnu,shred,-n
gnu,shred,--random-source
gnu,shred,--remove
gnu,shred,-s
gnu,shred,--size
gnu,shred,-u
gnu,shred,-v
gnu,shred,--verbose
gnu,shred,--version
gnu,shred,-x
gnu,shred,-z
gnu,shred,--zero
gnu,shuf,-e
gnu,shuf,--echo
gnu,shuf,--head-count
gnu,shuf,--help
gnu,shuf,-i
gnu,shuf,--input-range
gnu,shuf,-n
gnu,shuf,-o
gnu,shuf,--output
gnu,shuf,-r
gnu,shuf,--random-source
gnu,shuf,--repeat
gnu,shuf,--version
gnu,shuf,-z
gnu,shuf,--zero-terminated
gnu,sleep,--help
gnu,sleep,--version
gnu,sort,-b
gnu,sort,--batch-size
gnu,sort,--buffer-size
gnu,sort,-c
gnu,sort,-C
gnu,sort,--check
gnu,sort,--compress-program
gnu,sort,-d
gnu,sort,--debug
gnu,sort,--dictionary-order
gnu,sort,-f
gnu,sort,--field-separator
gnu,sort,--files0-from
gnu,sort,-g
gnu,sort,--general-numeric-sort
gnu,sort,-h
gnu,sort,--help
gnu,sort,--human-numeric-sort
gnu,sort,-i
gnu,sort,--ignore-case
gnu,sort,--ignore-leading-blanks
gnu,sort,--ignore-nonprinting
gnu,sort,-k
gnu,sort,--key
gnu,sort,-m
gnu,sort,-M
gnu,sort,--merge
gnu,sort,--month-sort
gnu,sort,-n
gnu,sort,--numeric-sort
gnu,sort,-o
gnu,sort,--output
gnu,sort,--parallel
gnu,sort,-r
gnu,sort,-R
gnu,sort,--random-sort
gnu,sort,--random-source
gnu,sort,--reverse
gnu,sort,-s
gnu,sort,-S
gnu,sort,--sort
gnu,sort,--stable
gnu,sort,-t
gnu,sort,-T
gnu,sort,--temporary-directory
gnu,sort,-u
gnu,sort,--unique
gnu,sort,-V
gnu,sort,--version
gnu,sort,--version-sort
gnu,sort,-z
gnu,sort,--zero-terminated
gnu,split,-a
gnu,split,--additional-suffix
gnu,split,-b
gnu,split,--bytes
gnu,split,-C
gnu,split,-d
gnu,split,-e
gnu,split,--elide-empty-files
gnu,split,--filter
gnu,split,--help
gnu,split,--hex-suffixes
gnu,split,-l
gnu,split,--line-bytes
gnu,split,--lines
gnu,split,-n
gnu,split,--number
gnu,split,--numeric-suffixes
gnu,split,--separator
gnu,split,--suffix-length
gnu,split,-t
gnu,split,-u
gnu,split,--unbuffered
gnu,split,--verbose
gnu,split,--version
gnu,split,-x
gnu,stat,-c
gnu,stat,--cached
gnu,stat,--dereference
gnu,stat,-f
gnu,stat,--file-system
gnu,stat,--format
gnu,stat,--help
gnu,stat,-L
gnu,stat,--printf
gnu,stat,-t
gnu,stat,--terse
gnu,stat,--version
gnu,stdbuf,-e
gnu,stdbuf,--error
gnu,stdbuf,--help
gnu,stdbuf,-i
gnu,stdbuf,--input
gnu,stdbuf,-o
gnu,stdbuf,--output
gnu,stdbuf,--version
gnu,stty,-a
gnu,stty,--all
gnu,stty,-brkint
gnu,stty,-cbreak
gnu,stty,-cooked
gnu,stty,-crtkill
gnu,stty,-echonl
gnu,stty,-echoprt
gnu,stty,-evenp
gnu,stty,-extproc
gnu,stty,-F
gnu,stty,--file
gnu,stty,-flusho
gnu,stty,-g
gnu,stty,--help
gnu,stty,-icanon
gnu,stty,-icrnl
gnu,stty,-ignbrk
gnu,stty,-igncr
gnu,stty,-ignpar
gnu,stty,-imaxbel
gnu,stty,-inlcr
gnu,stty,-inpck
gnu,stty,-isig
gnu,stty,-istrip
gnu,stty,-iuclc
gnu,stty,-iutf8
gnu,stty,-ixany
gnu,stty,-ixoff
gnu,stty,-ixon
gnu,stty,-litout
gnu,stty,-nl
gnu,stty,-noflsh
gnu,stty,-ocrnl
gnu,stty,-oddp
gnu,stty,-ofdel
gnu,stty,-ofill
gnu,stty,-olcuc
gnu,stty,-onlcr
gnu,stty,-onlret
gnu,stty,-onocr
gnu,stty,-opost
gnu,stty,-parenb
gnu,stty,-parmrk
gnu,stty,-parodd
gnu,stty,-pass8
gnu,stty,-raw
gnu,stty,--save
gnu,stty,-tabs
gnu,stty,-tostop
gnu,stty,--version
gnu,stty,-xcase
gnu,sum,--help
gnu,sum,-r
gnu,sum,-s
gnu,sum,--sysv
gnu,sum,--version
gnu,sync,-d
gnu,sync,--data
gnu,sync,-f
gnu,sync,--file-system
gnu,sync,--help
gnu,sync,--version
gnu,tac,-b
gnu,tac,--before
gnu,tac,--help
gnu,tac,-r
gnu,tac,--regex
gnu,tac,-s
gnu,tac,--separator
gnu,tac,--version
gnu,tail,--bytes
gnu,tail,-c
gnu,tail,--debug
gnu,tail,-f
gnu,tail,-F
gnu,tail,--follow
gnu,tail,--help
gnu,tail,--lines
gnu,tail,--max-unchanged-stats
gnu,tail,-n
gnu,tail,--pid
gnu,tail,-q
gnu,tail,--quiet
gnu,tail,--retry
gnu,tail,-s
gnu,tail,--silent
gnu,tail,--sleep-interval
gnu,tail,-v
gnu,tail,--verbose
gnu,tail,--version
gnu,tail,-z
gnu,tail,--zero-terminated
gnu,tar,-a
gnu,tar,-A
gnu,tar,--absolute-names
gnu,tar,--acls
gnu,tar,--add-file
gnu,tar,--after-date
gnu,tar,--anchored
gnu,tar,--append
gnu,tar,--atime-preserve
gnu,tar,--auto-compress
gnu,tar,-b
gnu,tar,-B
gnu,tar,--backup
gnu,tar,--blocking-factor
gnu,tar,--block-number
gnu,tar,--bzip2
gnu,tar,-c
gnu,tar,-C
gnu,tar,--catenate
gnu,tar,--check-device
gnu,tar,--check-links
gnu,tar,--checkpoint
gnu,tar,--checkpoint-action
gnu,tar,--clamp-mtime
gnu,tar,--compare
gnu,tar,--compress
gnu,tar,--concatenate
gnu,tar,--confirmation
gnu,tar,--create
gnu,tar,-d
gnu,tar,--delay-directory-restore
gnu,tar,--delete
gnu,tar,--dereference
gnu,tar,--diff
gnu,tar,--directory
gnu,tar,--exclude
gnu,tar,--exclude-backups
gnu,tar,--exclude-caches
gnu,tar,--exclude-caches-all
gnu,tar,--exclude-caches-under
gnu,tar,--exclude-from
gnu,tar,--exclude-ignore
gnu,tar,--exclude-ignore-recursive
gnu,tar,--exclude-tag
gnu,tar,--exclude-tag-all
gnu,tar,--exclude-tag-under
gnu,tar,--exclude-vcs
gnu,tar,--exclude-vcs-ignores
gnu,tar,--extract
gnu,tar,-f
gnu,tar,-F
gnu,tar,--file
gnu,tar,--files-from
gnu,tar,--force-local
gnu,tar,--format
gnu,tar,--full-time
gnu,tar,-g
gnu,tar,-G
gnu,tar,--get
gnu,tar,--group
gnu,tar,--group-map
gnu,tar,--gunzip
gnu,tar,--gzip
gnu,tar,-h
gnu,tar,-H
gnu,tar,--hard-dereference
gnu,tar,--help
gnu,tar,--hole-detection
gnu,tar,-i
gnu,tar,-I
gnu,tar,--ignore-case
gnu,tar,--ignore-command-error
gnu,tar,--ignore-failed-read
gnu,tar,--ignore-zeros
gnu,tar,--incremental
gnu,tar,--index-file
gnu,tar,--info-script
gnu,tar,--interactive
gnu,tar,-j
gnu,tar,-J
gnu,tar,-k
gnu,tar,-K
gnu,tar,--keep-directory-symlink
gnu,tar,--keep-newer-files
gnu,tar,--keep-old-files
gnu,tar,-l
gnu,tar,-L
gnu,tar,--label
gnu,tar,--level
gnu,tar,--list
gnu,tar,--listed-incremental
gnu,tar,--lzip
gnu,tar,--lzma
gnu,tar,--lzop
gnu,tar,-m
gnu,tar,-M
gnu,tar,--mode
gnu,tar,--mtime
gnu,tar,--multi-volume
gnu,tar,-n
gnu,tar,-N
gnu,tar,--newer
gnu,tar,--newer-mtime
gnu,tar,--new-volume-script
gnu,tar,--no-acls
gnu,tar,--no-anchored
gnu,tar,--no-auto-compress
gnu,tar,--no-check-device
gnu,tar,--no-delay-directory-restore
gnu,tar,--no-ignore-case
gnu,tar,--no-ignore-command-error
gnu,tar,--no-null
gnu,tar,--no-overwrite-dir
gnu,tar,--no-quote-chars
gnu,tar,--no-recursion
gnu,tar,--no-same-owner
gnu,tar,--no-same-permissions
gnu,tar,--no-seek
gnu,tar,--no-selinux
gnu,tar,--no-unquote
gnu,tar,--no-verbatim-files-from
gnu,tar,--no-wildcards
gnu,tar,--no-wildcards-match-slash
gnu,tar,--no-xattrs
gnu,tar,--null
gnu,tar,--numeric-owner
gnu,tar,-o
gnu,tar,-O
gnu,tar,--occurrence
gnu,tar,--old-archive
gnu,tar,--one-file-system
gnu,tar,--one-top-level
gnu,tar,--overwrite
gnu,tar,--overwrite-dir
gnu,tar,--owner
gnu,tar,--owner-map
gnu,tar,-p
gnu,tar,-P
gnu,tar,--pax-option
gnu,tar,--portability
gnu,tar,--posix
gnu,tar,--preserve-order
gnu,tar,--preserve-permissions
gnu,tar,--quote-chars
gnu,tar,--quoting-style
gnu,tar,-r
gnu,tar,-R
gnu,tar,--read-full-records
gnu,tar,--record-size
gnu,tar,--recursion
gnu,tar,--recursive-unlink
gnu,tar,--remove-files
gnu,tar,--restrict
gnu,tar,--rmt-command
gnu,tar,--rsh-command
gnu,tar,-s
gnu,tar,-S
gnu,tar,--same-order
gnu,tar,--same-owner
gnu,tar,--same-permissions
gnu,tar,--seek
gnu,tar,--selinux
gnu,tar,--show-defaults
gnu,tar,--show-omitted-dirs
gnu,tar,--show-snapshot-field-ranges
gnu,tar,--show-stored-names
gnu,tar,--show-transformed-names
gnu,tar,--skip-old-files
gnu,tar,--sort
gnu,tar,--sparse
gnu,tar,--sparse-version
gnu,tar,--starting-file
gnu,tar,--strip-components
gnu,tar,--suffix
gnu,tar,-t
gnu,tar,-T
gnu,tar,--tape-length
gnu,tar,--test-label
gnu,tar,--to-command
gnu,tar,--to-stdout
gnu,tar,--totals
gnu,tar,--touch
gnu,tar,--transform
gnu,tar,-u
gnu,tar,-U
gnu,tar,--uncompress
gnu,tar,--ungzip
gnu,tar,--unlink-first
gnu,tar,--unquote
gnu,tar,--update
gnu,tar,--usage
gnu,tar,--use-compress-program
gnu,tar,--utc
gnu,tar,-v
gnu,tar,-V
gnu,tar,--verbatim-files-from
gnu,tar,--verbose
gnu,tar,--verify
gnu,tar,--version
gnu,tar,--volno-file
gnu,tar,-w
gnu,tar,-W
gnu,tar,--warning
gnu,tar,--wildcards
gnu,tar,--wildcards-match-slash
gnu,tar,-x
gnu,tar,-X
gnu,tar,--xattrs
gnu,tar,--xattrs-exclude
gnu,tar,--xattrs-include
gnu,tar,--xform
gnu,tar,--xz
gnu,tar,-z
gnu,tar,-Z
gnu,tar,--zstd
gnu,tee,-a
gnu,tee,--append
gnu,tee,--help
gnu,tee,-i
gnu,tee,--ignore-interrupts
gnu,tee,--output-error
gnu,tee,-p
gnu,tee,--version
gnu,timeout,-f
gnu,timeout,--foreground
gnu,timeout,--help
gnu,timeout,-k
gnu,timeout,--kill-after
gnu,timeout,-l
gnu,timeout,-p
gnu,timeout,--preserve-status
gnu,timeout,-s
gnu,timeout,--signal
gnu,timeout,-v
gnu,timeout,--verbose
gnu,timeout,--version
gnu,touch,-a
gnu,touch,-c
gnu,touch,-d
gnu,touch,--date
gnu,touch,-f
gnu,touch,-h
gnu,touch,--help
gnu,touch,-m
gnu,touch,--no-create
gnu,touch,--no-dereference
gnu,touch,-r
gnu,touch,--reference
gnu,touch,-t
gnu,touch,--time
gnu,touch,--version
gnu,tr,-c
gnu,tr,-C
gnu,tr,--complement
gnu,tr,-d
gnu,tr,--delete
gnu,tr,--help
gnu,tr,-s
gnu,tr,--squeeze-repeats
gnu,tr,-t
gnu,tr,--truncate-set1
gnu,tr,--version
gnu,truncate,-c
gnu,truncate,--help
gnu,truncate,--io-blocks
gnu,truncate,--no-create
